CARRIER,CONTRACT_TYPE,ELIGIBLE_GROUP,HEADCOUNT,INDUSTRY,PLAN_LEVEL,CATEGORY,SUB_CATEGORY,VALUE
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,SSC_OPTIMIZATION,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,COST_REIMBURSEMENT,PC_70
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,SENIOR_PACKAGE,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_0_25
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,PREMIUM_EMPLOYEE,115
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,SURCHARGE_EMPLOYEE,115
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,PREMIUM_PARTNER,200.5
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,SURCHARGE_PARTNER,85.5
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,PREMIUM_FAMILY,301
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,SURCHARGE_FAMILY,186
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,LAB_TEST,HIGH
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,DIAG_TEST,HIGH
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,PHYSIOTHERAPY,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,DENTAL_TREATMENT,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,DENTAL_SURGERY,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,ROUTINE_TESTING,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,SSC_OPTIMIZATION,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,COST_REIMBURSEMENT,PC_70
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,SENIOR_PACKAGE,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_0_25
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,PREMIUM_EMPLOYEE,115
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,SURCHARGE_EMPLOYEE,115
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,PREMIUM_PARTNER,200.5
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,SURCHARGE_PARTNER,85.5
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,PREMIUM_FAMILY,301
MEDICOVER,INSURANCE,ALL_EMPLOYEES,0-150,RETAIL,BASIC,RATE_INFORMATION,SURCHARGE_FAMILY,186
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,LAB_TEST,HIGH
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,DIAG_TEST,HIGH
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,PHYSIOTHERAPY,UNLIMITED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,DENTAL_TREATMENT,PC_100
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,DENTAL_SURGERY,PC_100
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,VACCINATION,INFLUENZA
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,INPATIENT,INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,ROUTINE_TESTING,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,OTHER_FEATURES,SSC_OPTIMIZATION,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,OTHER_FEATURES,COST_REIMBURSEMENT,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,OTHER_FEATURES,SENIOR_PACKAGE,NOT_INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_76_100
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,OTHER_FEATURES,FAMILY_PACKAGE,INCLUDED
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,RATE_INFORMATION,PREMIUM_EMPLOYEE,584.76
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,RATE_INFORMATION,SURCHARGE_EMPLOYEE,0
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,RATE_INFORMATION,PREMIUM_PARTNER,988.29
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,RATE_INFORMATION,SURCHARGE_PARTNER,0
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,RATE_INFORMATION,PREMIUM_FAMILY,1214.03
MEDICOVER,SUBSCRIPTION,ALL_EMPLOYEES,0-150,HI_TECH,VIP,RATE_INFORMATION,SURCHARGE_FAMILY,0
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,LAB_TEST,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,DIAG_TEST,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,HOME_VISIT,LIMITED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,PHYSIOTHERAPY,LIMITED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,DENTAL_TREATMENT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,DENTAL_SURGERY,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,ROUTINE_TESTING,INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,OTHER_FEATURES,SSC_OPTIMIZATION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,OTHER_FEATURES,COST_REIMBURSEMENT,PC_70
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,OTHER_FEATURES,SENIOR_PACKAGE,INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_76_100
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,RATE_INFORMATION,PREMIUM_EMPLOYEE,194
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,RATE_INFORMATION,SURCHARGE_EMPLOYEE,0
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,RATE_INFORMATION,PREMIUM_PARTNER,355
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,RATE_INFORMATION,SURCHARGE_PARTNER,161
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,RATE_INFORMATION,PREMIUM_FAMILY,436
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,EXTENDED,RATE_INFORMATION,SURCHARGE_FAMILY,242
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,LAB_TEST,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,DIAG_TEST,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,PHYSIOTHERAPY,UNLIMITED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,DENTAL_TREATMENT,PC_50_99
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,DENTAL_SURGERY,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,VACCINATION,INFLUENZA_MORE
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,SPECIALIZED_OUTPATIENT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,OUTPATIENT_SURGERY,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,INPATIENT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,CHILDBIRTH,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,CANCER_PREVENTION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,ROUTINE_TESTING,INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,HEALTHY_EATING,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,OBESITY_DIABETES_PREVENTION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,PHYSICAL_ACTIVITY,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,STRESS_MANAGEMENT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,SMOKING_CESSATION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,BACK_PAIN_PREVENTION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,HEALTH_MANAGEMENT,OTHER_HEALTH_MGMT,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,OTHER_FEATURES,OCCUPATIONAL_MEDICINE,INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,OTHER_FEATURES,SSC_OPTIMIZATION,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,OTHER_FEATURES,COST_REIMBURSEMENT,PC_70
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,OTHER_FEATURES,SENIOR_PACKAGE,INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,OTHER_FEATURES,EMPLOYER_CONTRIBUTION,PC_76_100
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,OTHER_FEATURES,FAMILY_PACKAGE,NOT_INCLUDED
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,RATE_INFORMATION,PREMIUM_EMPLOYEE,212
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,RATE_INFORMATION,SURCHARGE_EMPLOYEE,0
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,RATE_INFORMATION,PREMIUM_PARTNER,391
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,RATE_INFORMATION,SURCHARGE_PARTNER,179
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,RATE_INFORMATION,PREMIUM_FAMILY,481
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,RATE_INFORMATION,SURCHARGE_FAMILY,269
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,SPECIALIST_CONSULTATION,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,LAB_TEST,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,DIAG_TEST,HIGH
LUX_MED,INSURANCE,ALL_EMPLOYEES,0-150,FINANCE_CONSULTING,COMPLEX,BENEFITS_COVERAGE,HOME_VISIT,UNLIMITED
